Landsat Product Identifier L2;Landsat Product Identifier L1;Landsat Scene Identifier;Date Acquired;Collection Category;Collection Number;WRS Path;WRS Row;Target WRS Path;Target WRS Row;Nadir/Off Nadir;Roll Angle;Date Product Generated L2;Date Product Generated L1;Start Time;Stop Time;Station Identifier;Day/Night Indicator;Land Cloud Cover;Scene Cloud Cover L1;Ground Control Points Model;Ground Control Points Version;Geometric RMSE Model;Geometric RMSE Model X;Geometric RMSE Model Y;Processing Software Version;Sun Elevation L0RA;Sun Azimuth L0RA;TIRS SSM Model;Data Type L2;Sensor Identifier;Satellite;Product Map Projection L1;UTM Zone;Datum;Ellipsoid;Scene Center Lat DMS;Scene Center Long DMS;Corner Upper Left Lat DMS;Corner Upper Left Long DMS;Corner Upper Right Lat DMS;Corner Upper Right Long DMS;Corner Lower Left Lat DMS;Corner Lower Left Long DMS;Corner Lower Right Lat DMS;Corner Lower Right Long DMS;Scene Center Latitude;Scene Center Longitude;Corner Upper Left Latitude;Corner Upper Left Longitude;Corner Upper Right Latitude;Corner Upper Right Longitude;Corner Lower Left Latitude;Corner Lower Left Longitude;Corner Lower Right Latitude;Corner Lower Right Longitude;Display ID;Entity ID
LC08_L2SP_196028_20220317_20220322_02_T1;LC08_L1TP_196028_20220317_20220322_02_T1;LC81960282022076LGN00;17/03/2022;T1;2;196;28;196;28;NADIR;   0.000;22/03/2022;22/03/2022;2022-03-17 10:22:44.005912;2022-03-17 10:23:15.775912;LGN;DAY;  99.97;  99.97;288;5;    8.089;    5.266;    6.140;LPGS_15.6.0;39.36203427;153.09004148;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.17""N";"5°51'09.50""E";"47°06'02.48""N";"4°23'48.84""E";"47°01'26.47""N";"7°24'54.97""E";"45°00'11.99""N";"4°20'41.96""E";"44°55'55.31""N";"7°15'06.30""E"; 46.02977;   5.85264; 47.10069;   4.39690; 47.02402;   7.41527; 45.00333;   4.34499; 44.93203;   7.25175;LC08_L2SP_196028_20220317_20220322_02_T1;LC81960282022076LGN00
LC08_L2SP_196029_20220317_20220322_02_T2;LC08_L1GT_196029_20220317_20220322_02_T2;LC81960292022076LGN00;17/03/2022;T2;2;196;29;196;29;NADIR;   0.000;22/03/2022;22/03/2022;2022-03-17 10:23:07.892716;2022-03-17 10:23:39.662716;LGN;DAY; 100.00; 100.00;-1;5;    0.000;    0.000;    0.000;LPGS_15.6.0;40.48912219;152.02815099;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'28.76""N";"5°20'12.52""E";"45°40'28.88""N";"3°54'09.43""E";"45°36'47.63""N";"6°51'10.15""E";"43°34'25.50""N";"3°52'14.27""E";"43°30'59.80""N";"6°42'59.98""E"; 44.60799;   5.33681; 45.67469;   3.90262; 45.61323;   6.85282; 43.57375;   3.87063; 43.51661;   6.71666;LC08_L2SP_196029_20220317_20220322_02_T2;LC81960292022076LGN00
LC08_L2SP_199027_20220322_20220330_02_T1;LC08_L1TP_199027_20220322_20220330_02_T1;LC81990272022081LGN00;22/03/2022;T1;2;199;27;199;27;NADIR;   0.000;30/03/2022;30/03/2022;2022-03-22 10:40:48.790667;2022-03-22 10:41:20.560667;LGN;DAY;   0.00;   0.00;591;5;    7.015;    4.593;    5.302;LPGS_15.6.0;40.22116276;153.81247590;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'56.15""N";"1°45'26.10""E";"48°29'54.31""N";"0°07'19.16""E";"48°32'02.08""N";"3°20'19.14""E";"46°20'09.96""N";"0°14'15.18""E";"46°22'08.44""N";"3°19'30.11""E"; 47.44893;   1.75725; 48.49842;   0.12199; 48.53391;   3.33865; 46.33610;   0.23755; 46.36901;   3.32503;LC08_L2SP_199027_20220322_20220330_02_T1;LC81990272022081LGN00
LC08_L2SP_199028_20220322_20220330_02_T1;LC08_L1TP_199028_20220322_20220330_02_T1;LC81990282022081LGN00;22/03/2022;T1;2;199;28;199;28;NADIR;   0.000;30/03/2022;30/03/2022;2022-03-22 10:41:12.664763;2022-03-22 10:41:44.434763;LGN;DAY;   0.00;   0.00;866;5;    6.925;    4.504;    5.261;LPGS_15.6.0;41.35361776;152.71146152;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.75""N";"1°13'11.82""E";"47°04'21.97""N";"0°22'52.43""W";"47°07'20.75""N";"2°44'53.48""E";"44°54'29.59""N";"0°15'06.44""W";"44°57'15.41""N";"2°45'28.26""E"; 46.02993;   1.21995; 47.07277;  -0.38123; 47.12243;   2.74819; 44.90822;  -0.25179; 44.95428;   2.75785;LC08_L2SP_199028_20220322_20220330_02_T1;LC81990282022081LGN00
LC09_L2SP_198027_20220323_20230424_02_T1;LC09_L1TP_198027_20220323_20230424_02_T1;LC91980272022082LGN01;23/03/2022;T1;2;198;27;198;27;NADIR;   0.000;24/04/2023;24/04/2023;23/03/2022 10:34;23/03/2022 10:35;LGN;DAY;   0.00;   0.00;838;5;    6.687;    4.552;    4.898;LPGS_16.2.0;40.62604097;153.78479013;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"47°26'56.29""N";"3°17'48.66""E";"48°30'20.27""N";"1°42'49.79""E";"48°29'50.28""N";"4°53'22.92""E";"46°22'05.52""N";"1°45'53.64""E";"46°21'37.69""N";"4°48'52.92""E"; 47.44897;   3.29685; 48.50563;   1.71383; 48.49730;   4.88970; 46.36820;   1.76490; 46.36047;   4.81470;LC09_L2SP_198027_20220323_20230424_02_T1;LC91980272022082LGN01
LC09_L2SP_198028_20220323_20230424_02_T1;LC09_L1TP_198028_20220323_20230424_02_T1;LC91980282022082LGN01;23/03/2022;T1;2;198;28;198;28;NADIR;  -0.001;24/04/2023;24/04/2023;23/03/2022 10:35;23/03/2022 10:35;LGN;DAY;   0.04;   0.04;802;5;    6.412;    4.178;    4.864;LPGS_16.2.0;41.75804573;152.67210893;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"46°01'47.75""N";"2°45'34.85""E";"47°04'54.01""N";"1°12'25.42""E";"47°05'17.92""N";"4°18'06.19""E";"44°56'29.44""N";"1°16'29.75""E";"44°56'51.61""N";"4°15'08.71""E"; 46.02993;   2.75968; 47.08167;   1.20706; 47.08831;   4.30172; 44.94151;   1.27493; 44.94767;   4.25242;LC09_L2SP_198028_20220323_20230424_02_T1;LC91980282022082LGN01
LC09_L2SP_198029_20220323_20230424_02_T1;LC09_L1TP_198029_20220323_20230424_02_T1;LC91980292022082LGN01;23/03/2022;T1;2;198;29;198;29;NADIR;  -0.001;24/04/2023;24/04/2023;23/03/2022 10:35;23/03/2022 10:36;LGN;DAY;   0.43;   0.43;951;5;    6.476;    4.267;    4.872;LPGS_16.2.0;42.87794338;151.53513868;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"44°36'29.34""N";"2°14'39.05""E";"45°39'19.62""N";"0°43'04.48""E";"45°40'33.13""N";"3°44'13.20""E";"43°30'45.65""N";"0°48'01.01""E";"43°31'53.90""N";"3°42'37.37""E"; 44.60815;   2.24418; 45.65545;   0.71791; 45.67587;   3.73700; 43.51268;   0.80028; 43.53164;   3.71038;LC09_L2SP_198029_20220323_20230424_02_T1;LC91980292022082LGN01
LC08_L2SP_197028_20220324_20220330_02_T1;LC08_L1TP_197028_20220324_20220330_02_T1;LC81970282022083LGN00;24/03/2022;T1;2;197;28;197;28;NADIR;   0.000;30/03/2022;30/03/2022;2022-03-24 10:28:49.37144;2022-03-24 10:29:21.14144;LGN;DAY;   0.02;   0.02;980;5;    5.973;    3.898;    4.526;LPGS_15.6.0;42.14417031;152.55948409;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.06""N";"4°18'44.50""E";"47°05'34.26""N";"2°48'27.47""E";"47°03'25.74""N";"5°51'55.22""E";"44°58'14.12""N";"2°48'53.46""E";"44°56'14.75""N";"5°45'28.37""E"; 46.02946;   4.31236; 47.09285;   2.80763; 47.05715;   5.86534; 44.97059;   2.81485; 44.93743;   5.75788;LC08_L2SP_197028_20220324_20220330_02_T1;LC81970282022083LGN00
LC08_L2SP_197029_20220324_20220330_02_T1;LC08_L1TP_197029_20220324_20220330_02_T1;LC81970292022083LGN00;24/03/2022;T1;2;197;29;197;29;NADIR;   0.000;30/03/2022;30/03/2022;2022-03-24 10:29:13.254008;2022-03-24 10:29:45.024008;LGN;DAY;   0.38;   0.38;1162;5;    5.106;    3.225;    3.958;LPGS_15.6.0;43.26184622;151.40891544;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'28.69""N";"3°47'48.34""E";"45°39'55.51""N";"2°19'10.63""E";"45°38'39.19""N";"5°18'12.42""E";"43°32'33.97""N";"2°20'38.26""E";"43°31'23.05""N";"5°13'16.07""E"; 44.60797;   3.79676; 45.66542;   2.31962; 45.64422;   5.30345; 43.54277;   2.34396; 43.52307;   5.22113;LC08_L2SP_197029_20220324_20220330_02_T1;LC81970292022083LGN00
LC09_L2SP_196028_20220325_20230424_02_T1;LC09_L1TP_196028_20220325_20230424_02_T1;LC91960282022084LGN01;25/03/2022;T1;2;196;28;196;28;NADIR;   0.000;24/04/2023;24/04/2023;25/03/2022 10:22;25/03/2022 10:23;LGN;DAY;   3.33;   3.33;940;5;    6.401;    4.230;    4.804;LPGS_16.2.0;42.54800452;152.52117032;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"46°01'46.45""N";"5°51'01.84""E";"47°05'52.94""N";"4°23'34.37""E";"47°01'17.33""N";"7°24'40.03""E";"45°00'21.85""N";"4°20'28.50""E";"44°56'05.53""N";"7°14'53.38""E"; 46.02957;   5.85051; 47.09804;   4.39288; 47.02148;   7.41112; 45.00607;   4.34125; 44.93487;   7.24816;LC09_L2SP_196028_20220325_20230424_02_T1;LC91960282022084LGN01
LC09_L2SP_196029_20220325_20230424_02_T1;LC09_L1TP_196029_20220325_20230424_02_T1;LC91960292022084LGN01;25/03/2022;T1;2;196;29;196;29;NADIR;   0.000;24/04/2023;24/04/2023;25/03/2022 10:23;25/03/2022 10:23;LGN;DAY;   5.94;   5.94;1341;5;    5.197;    3.273;    4.037;LPGS_16.2.0;43.66508124;151.35786762;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"44°36'28.84""N";"5°20'06.43""E";"45°40'19.16""N";"3°54'09.25""E";"45°36'38.41""N";"6°50'55.68""E";"43°34'25.50""N";"3°52'14.27""E";"43°31'00.23""N";"6°42'46.66""E"; 44.60801;   5.33512; 45.67199;   3.90257; 45.61067;   6.84880; 43.57375;   3.87063; 43.51673;   6.71296;LC09_L2SP_196029_20220325_20230424_02_T1;LC91960292022084LGN01
LC08_L2SP_195028_20220326_20220330_02_T1;LC08_L1TP_195028_20220326_20220330_02_T1;LC81950282022085LGN00;26/03/2022;T1;2;195;28;195;28;NADIR;   0.000;30/03/2022;30/03/2022;2022-03-26 10:16:25.946801;2022-03-26 10:16:57.7168;LGN;DAY;   4.69;   4.69;761;5;    6.254;    4.302;    4.540;LPGS_15.6.0;42.93198459;152.40616291;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"46°01'47.32""N";"7°24'21.13""E";"47°04'31.84""N";"5°48'29.88""E";"47°07'11.96""N";"8°56'16.94""E";"44°54'47.74""N";"5°55'49.30""E";"44°57'16.27""N";"8°56'25.48""E"; 46.02981;   7.40587; 47.07551;   5.80830; 47.11999;   8.93804; 44.91326;   5.93036; 44.95452;   8.94041;LC08_L2SP_195028_20220326_20220330_02_T1;LC81950282022085LGN00
LC08_L2SP_195029_20220326_20220330_02_T1;LC08_L1TP_195029_20220326_20220330_02_T1;LC81950292022085LGN00;26/03/2022;T1;2;195;29;195;29;NADIR;   0.000;30/03/2022;30/03/2022;2022-03-26 10:16:49.833605;2022-03-26 10:17:21.603604;LGN;DAY;   8.52;   8.33;1259;5;    4.788;    3.294;    3.474;LPGS_15.6.0;44.04717233;151.22843534;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"44°36'28.98""N";"6°53'24.65""E";"45°38'55.64""N";"5°19'27.91""E";"45°42'22.43""N";"8°22'23.09""E";"43°29'03.70""N";"5°27'30.35""E";"43°32'15.54""N";"8°23'45.60""E"; 44.60805;   6.89018; 45.64879;   5.32442; 45.70623;   8.37308; 43.48436;   5.45843; 43.53765;   8.39600;LC08_L2SP_195029_20220326_20220330_02_T1;LC81950292022085LGN00
LC08_L2SP_195030_20220326_20220330_02_T1;LC08_L1TP_195030_20220326_20220330_02_T1;LC81950302022085LGN00;26/03/2022;T1;2;195;30;195;30;NADIR;   0.000;30/03/2022;30/03/2022;2022-03-26 10:17:13.716172;2022-03-26 10:17:45.486172;LGN;DAY;   0.17;   4.72;1127;5;    3.908;    2.595;    2.921;LPGS_15.6.0;45.14764228;150.01958256;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"43°11'04.78""N";"6°23'39.59""E";"44°13'13.51""N";"4°51'31.39""E";"44°17'22.63""N";"7°50'08.12""E";"42°03'14.15""N";"5°00'09.50""E";"42°07'05.16""N";"7°52'34.28""E"; 43.18466;   6.39433; 44.22042;   4.85872; 44.28962;   7.83559; 42.05393;   5.00264; 42.11810;   7.87619;LC08_L2SP_195030_20220326_20220330_02_T1;LC81950302022085LGN00
LC09_L2SP_199027_20220330_20230423_02_T2;LC09_L1GT_199027_20220330_20230423_02_T2;LC91990272022089LGN01;30/03/2022;T2;2;199;27;199;27;NADIR;   0.000;23/04/2023;23/04/2023;30/03/2022 10:40;30/03/2022 10:41;LGN;DAY; 100.00; 100.00;-1;5;    0.000;    0.000;    0.000;LPGS_16.2.0;43.39691516;153.33052863;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"47°26'56.98""N";"1°44'44.74""E";"48°29'43.48""N";"0°06'35.89""E";"48°31'52.46""N";"3°19'35.18""E";"46°20'08.92""N";"0°13'33.13""E";"46°22'08.58""N";"3°18'47.99""E"; 47.44916;   1.74576; 48.49541;   0.10997; 48.53124;   3.32644; 46.33581;   0.22587; 46.36905;   3.31333;LC09_L2SP_199027_20220330_20230423_02_T2;LC91990272022089LGN01
LC09_L2SP_199028_20220330_20230423_02_T2;LC09_L1GT_199028_20220330_20230423_02_T2;LC91990282022089LGN01;30/03/2022;T2;2;199;28;199;28;NADIR;   0.000;23/04/2023;23/04/2023;30/03/2022 10:41;30/03/2022 10:41;LGN;DAY; 100.00; 100.00;-1;5;    0.000;    0.000;    0.000;LPGS_16.2.0;44.52128836;152.12756143;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"46°01'47.35""N";"1°12'31.32""E";"47°04'20.71""N";"0°23'35.02""W";"47°07'20.64""N";"2°44'10.79""E";"44°54'38.12""N";"0°15'47.95""W";"44°57'25.06""N";"2°44'47.15""E"; 46.02982;   1.20870; 47.07242;  -0.39306; 47.12240;   2.73633; 44.91059;  -0.26332; 44.95696;   2.74643;LC09_L2SP_199028_20220330_20230423_02_T2;LC91990282022089LGN01
LC08_L2SP_198027_20220331_20220406_02_T2;LC08_L1GT_198027_20220331_20220406_02_T2;LC81980272022090LGN00;31/03/2022;T2;2;198;27;198;27;NADIR;   0.000;06/04/2022;06/04/2022;2022-03-31 10:34:31.324782;2022-03-31 10:35:03.094782;LGN;DAY;  99.98;  99.98;-1;5;    0.000;    0.000;    0.000;LPGS_15.6.0;43.77663401;153.21939492;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'56.87""N";"3°18'32.29""E";"48°30'30.46""N";"1°43'33.42""E";"48°29'59.28""N";"4°54'07.13""E";"46°22'05.99""N";"1°46'35.76""E";"46°21'37.04""N";"4°49'35""E"; 47.44913;   3.30897; 48.50846;   1.72595; 48.49980;   4.90198; 46.36833;   1.77660; 46.36029;   4.82639;LC08_L2SP_198027_20220331_20220406_02_T2;LC81980272022090LGN00
LC08_L2SP_198028_20220331_20220406_02_T2;LC08_L1GT_198028_20220331_20220406_02_T2;LC81980282022090LGN00;31/03/2022;T2;2;198;28;198;28;NADIR;   0.000;06/04/2022;06/04/2022;2022-03-31 10:34:55.203114;2022-03-31 10:35:26.973113;LGN;DAY;  95.47;  95.47;-1;5;    0.000;    0.000;    0.000;LPGS_15.6.0;44.89886145;152.00203516;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.82""N";"2°46'17.72""E";"47°05'04.42""N";"1°13'07.75""E";"47°05'27.17""N";"4°18'49.10""E";"44°56'30.05""N";"1°17'10.82""E";"44°56'51.14""N";"4°15'49.79""E"; 46.02995;   2.77159; 47.08456;   1.21882; 47.09088;   4.31364; 44.94168;   1.28634; 44.94754;   4.26383;LC08_L2SP_198028_20220331_20220406_02_T2;LC81980282022090LGN00
LC08_L2SP_198029_20220331_20220406_02_T1;LC08_L1TP_198029_20220331_20220406_02_T1;LC81980292022090LGN00;31/03/2022;T1;2;198;29;198;29;NADIR;   0.000;06/04/2022;06/04/2022;2022-03-31 10:35:19.085682;2022-03-31 10:35:50.855681;LGN;DAY;  67.26;  67.26;107;5;    8.223;    5.702;    5.925;LPGS_15.6.0;46.00670527;150.75332572;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'30.38""N";"2°15'21.64""E";"45°39'30.17""N";"0°43'45.62""E";"45°40'42.49""N";"3°45'08.78""E";"43°30'36.68""N";"0°48'41.40""E";"43°31'43.82""N";"3°43'30.68""E"; 44.60844;   2.25601; 45.65838;   0.72934; 45.67847;   3.75244; 43.51019;   0.81150; 43.52884;   3.72519;LC08_L2SP_198029_20220331_20220406_02_T1;LC81980292022090LGN00
LC09_L2SP_197028_20220401_20230423_02_T2;LC09_L1GT_197028_20220401_20230423_02_T2;LC91970282022091LGN01;01/04/2022;T2;2;197;28;197;28;NADIR;  -0.001;23/04/2023;23/04/2023;01/04/2022 10:28;01/04/2022 10:29;LGN;DAY;  99.97;  99.97;-1;5;    0.000;    0.000;    0.000;LPGS_16.2.0;45.29657682;151.96226911;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"46°01'47.71""N";"4°17'37.21""E";"47°05'24.40""N";"2°47'16.33""E";"47°03'17.82""N";"5°50'43.69""E";"44°58'23.74""N";"2°47'44.95""E";"44°56'26.09""N";"5°44'20.47""E"; 46.02992;   4.29367; 47.09011;   2.78787; 47.05495;   5.84547; 44.97326;   2.79582; 44.94058;   5.73902;LC09_L2SP_197028_20220401_20230423_02_T2;LC91970282022091LGN01
LC09_L2SP_197029_20220401_20230423_02_T1;LC09_L1TP_197029_20220401_20230423_02_T1;LC91970292022091LGN01;01/04/2022;T1;2;197;29;197;29;NADIR;  -0.001;23/04/2023;23/04/2023;01/04/2022 10:29;01/04/2022 10:29;LGN;DAY;  84.02;  84.02;294;5;    6.554;    4.350;    4.902;LPGS_16.2.0;46.40397670;150.69929016;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"44°36'29.09""N";"3°46'41.41""E";"45°39'55.12""N";"2°18'01.33""E";"45°38'40.60""N";"5°17'03.16""E";"43°32'33.58""N";"2°19'31.40""E";"43°31'24.35""N";"5°12'09.32""E"; 44.60808;   3.77817; 45.66531;   2.30037; 45.64461;   5.28421; 43.54266;   2.32539; 43.52343;   5.20259;LC09_L2SP_197029_20220401_20230423_02_T1;LC91970292022091LGN01
LC08_L2SP_196028_20220402_20220411_02_T2;LC08_L1GT_196028_20220402_20220411_02_T2;LC81960282022092LGN00;02/04/2022;T2;2;196;28;196;28;NADIR;   0.000;11/04/2022;11/04/2022;2022-04-02 10:22:33.294821;2022-04-02 10:23:05.064821;LGN;DAY;  99.97;  99.97;-1;5;    0.000;    0.000;    0.000;LPGS_15.6.0;45.67114275;151.83233199;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.92""N";"5°51'24.80""E";"47°06'02.30""N";"4°24'03.10""E";"47°01'25.90""N";"7°25'09.16""E";"45°00'11.81""N";"4°20'55.68""E";"44°55'54.80""N";"7°15'19.94""E"; 46.02970;   5.85689; 47.10064;   4.40086; 47.02386;   7.41921; 45.00328;   4.34880; 44.93189;   7.25554;LC08_L2SP_196028_20220402_20220411_02_T2;LC81960282022092LGN00
LC08_L2SP_196029_20220402_20220411_02_T1;LC08_L1TP_196029_20220402_20220411_02_T1;LC81960292022092LGN00;02/04/2022;T1;2;196;29;196;29;NADIR;   0.000;11/04/2022;11/04/2022;2022-04-02 10:22:57.173153;2022-04-02 10:23:28.943153;LGN;DAY;  82.59;  82.59;308;5;    6.097;    4.356;    4.267;LPGS_15.6.0;46.77580846;150.55426997;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'30.35""N";"5°20'29.40""E";"45°40'28.63""N";"3°54'37.15""E";"45°36'47.20""N";"6°51'23.98""E";"43°34'25.28""N";"3°52'41.02""E";"43°30'59.36""N";"6°43'13.33""E"; 44.60843;   5.34150; 45.67462;   3.91032; 45.61311;   6.85666; 43.57369;   3.87806; 43.51649;   6.72037;LC08_L2SP_196029_20220402_20220411_02_T1;LC81960292022092LGN00
LC09_L2SP_195028_20220403_20230423_02_T1;LC09_L1TP_195028_20220403_20230423_02_T1;LC91950282022093LGN01;03/04/2022;T1;2;195;28;195;28;NADIR;   0.000;23/04/2023;23/04/2023;03/04/2022 10:16;03/04/2022 10:17;LGN;DAY;  62.17;  62.17;105;5;    7.057;    5.023;    4.957;LPGS_16.2.0;46.06614238;151.79188314;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;32;WGS84;WGS84;"46°01'46.60""N";"7°22'47.53""E";"47°04'19.78""N";"5°47'05.24""E";"47°07'02.17""N";"8°54'37.30""E";"44°54'45.54""N";"5°54'27.32""E";"44°57'16.20""N";"8°54'49.64""E"; 46.02961;   7.37987; 47.07216;   5.78479; 47.11727;   8.91036; 44.91265;   5.90759; 44.95450;   8.91379;LC09_L2SP_195028_20220403_20230423_02_T1;LC91950282022093LGN01
LC09_L2SP_195029_20220403_20230423_02_T1;LC09_L1TP_195029_20220403_20230423_02_T1;LC91950292022093LGN01;03/04/2022;T1;2;195;29;195;29;NADIR;  -0.001;23/04/2023;23/04/2023;03/04/2022 10:16;03/04/2022 10:17;LGN;DAY;  77.34;  77.83;104;5;    7.194;    5.342;    4.819;LPGS_16.2.0;47.17026593;150.49892435;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;32;WGS84;WGS84;"44°36'28.91""N";"6°51'51.77""E";"45°38'52.51""N";"5°17'51.07""E";"45°42'21.89""N";"8°20'45.96""E";"43°29'00.82""N";"5°25'57.04""E";"43°32'15.04""N";"8°22'12.04""E"; 44.60803;   6.86438; 45.64792;   5.29752; 45.70608;   8.34610; 43.48356;   5.43251; 43.53751;   8.37001;LC09_L2SP_195029_20220403_20230423_02_T1;LC91950292022093LGN01
LC09_L2SP_195030_20220403_20230423_02_T1;LC09_L1TP_195030_20220403_20230423_02_T1;LC91950302022093LGN01;03/04/2022;T1;2;195;30;195;30;NADIR;   0.000;23/04/2023;23/04/2023;03/04/2022 10:17;03/04/2022 10:17;LGN;DAY;  72.05;  55.09;163;5;    5.659;    4.313;    3.664;LPGS_16.2.0;48.25738048;149.16682523;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;32;WGS84;WGS84;"43°11'06.14""N";"6°22'08.51""E";"44°13'10.09""N";"4°49'57""E";"44°17'21.66""N";"7°48'33.41""E";"42°03'20.66""N";"4°58'37.74""E";"42°07'13.98""N";"7°51'02.66""E"; 43.18504;   6.36903; 44.21947;   4.83250; 44.28935;   7.80928; 42.05574;   4.97715; 42.12055;   7.85074;LC09_L2SP_195030_20220403_20230423_02_T1;LC91950302022093LGN01
LC08_L2SP_199027_20220407_20220412_02_T2;LC08_L1GT_199027_20220407_20220412_02_T2;LC81990272022097LGN00;07/04/2022;T2;2;199;27;199;27;NADIR;   0.000;12/04/2022;12/04/2022;2022-04-07 10:40:45.213378;2022-04-07 10:41:16.983378;LGN;DAY; 100.00; 100.00;-1;5;    0.000;    0.000;    0.000;LPGS_15.6.0;46.47046053;152.70013835;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'56.58""N";"1°43'51.96""E";"48°29'52.08""N";"0°05'51.54""E";"48°32'02.36""N";"3°18'36.72""E";"46°20'07.91""N";"0°12'51.08""E";"46°22'08.72""N";"3°17'51.83""E"; 47.44905;   1.73110; 48.49780;   0.09765; 48.53399;   3.31020; 46.33553;   0.21419; 46.36909;   3.29773;LC08_L2SP_199027_20220407_20220412_02_T2;LC81990272022097LGN00
LC08_L2SP_199028_20220407_20220412_02_T2;LC08_L1GT_199028_20220407_20220412_02_T2;LC81990282022097LGN00;07/04/2022;T2;2;199;28;199;28;NADIR;   0.000;12/04/2022;12/04/2022;2022-04-07 10:41:09.09171;2022-04-07 10:41:40.86171;LGN;DAY; 100.00; 100.00;-1;5;    0.000;    0.000;    0.000;LPGS_15.6.0;47.58355592;151.38260116;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.53""N";"1°11'37.97""E";"47°04'19.02""N";"0°24'31.82""W";"47°07'20.53""N";"2°43'28.06""E";"44°54'26.86""N";"0°16'42.06""W";"44°57'15.23""N";"2°44'06.11""E"; 46.02987;   1.19388; 47.07195;  -0.40884; 47.12237;   2.72446; 44.90746;  -0.27835; 44.95423;   2.73503;LC08_L2SP_199028_20220407_20220412_02_T2;LC81990282022097LGN00
LC09_L2SP_198027_20220408_20230422_02_T2;LC09_L1GT_198027_20220408_20230422_02_T2;LC91980272022098LGN01;08/04/2022;T2;2;198;27;198;27;NADIR;   0.000;22/04/2023;22/04/2023;08/04/2022 10:34;08/04/2022 10:35;LGN;DAY; 100.00; 100.00;-1;5;    0.000;    0.000;    0.000;LPGS_16.2.0;46.85693606;152.67193853;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"47°26'56.76""N";"3°16'40.19""E";"48°30'19.44""N";"1°41'36.71""E";"48°29'51.47""N";"4°52'09.88""E";"46°22'04.76""N";"1°44'43.44""E";"46°21'38.81""N";"4°47'42.76""E"; 47.44910;   3.27783; 48.50540;   1.69353; 48.49763;   4.86941; 46.36799;   1.74540; 46.36078;   4.79521;LC09_L2SP_198027_20220408_20230422_02_T2;LC91980272022098LGN01
